id,loss
678,3751.1846
682,1862.6204
686,2939.4941
688,2219.2034
689,1290.7347
690,1742.4843
692,9920.0205
695,1664.3766
697,3535.2878
698,1926.1436
706,2451.654
708,1583.5586
712,2600.6433
715,4413.204
717,1385.2379
725,3397.7183
729,1203.1047
737,1330.4772
739,5301.53
747,3355.0745
753,2487.1692
758,2666.9219
759,2066.6895
763,1484.6991
773,4660.142
774,2194.6104
776,1737.1537
788,3451.232
790,2611.3474
794,1080.8225
801,2871.1638
802,1434.3916
805,1339.4059
809,5143.5977
812,1758.7727
825,2474.4463
828,2385.055
830,1384.2427
833,1333.7605
850,5989.1245
852,5688.724
862,1579.794
863,1436.1477
864,1431.9011
865,3246.1763
868,7012.0723
872,1392.9358
879,4568.4707
880,1444.7631
883,1392.0555
886,1390.6813
923,1836.5721
924,1493.5605
932,1344.9403
945,7341.1445
947,5904.7686
948,1933.2603
955,2815.0728
963,4211.8013
979,1426.1025
989,1351.013
994,2788.6863
995,1657.8584
998,1363.8918
1000,3891.194
1018,1665.1735
1019,1804.2372
1028,1699.0443
1034,1441.5498
1038,1520.6815
1040,1443.3903
1042,1335.8989
1057,6661.243
1058,2231.9014
1063,1103.9039
1066,4955.961
1071,4321.449
1073,4536.513
1074,3075.1628
1077,2784.1152
1080,9964.029
1088,868.10767
1096,814.9407
1097,11587.59
1105,5656.9126
1115,1794.5232
1116,2638.8433
1122,2339.632
1130,5016.529
1133,1092.8018
1137,1909.6982
1140,1683.0059
1143,6942.795
1149,5251.621
1150,899.02966
1153,760.5687
1157,904.968
1180,668.7211
1183,825.0635
1188,1509.0903
1193,1133.1542
1200,797.032
1209,3532.6028
1214,2091.7751
1219,1826.8617
1223,5671.302
1227,884.4325
1228,1507.6289
1229,4366.356
1233,1243.0686
1238,6133.938
1239,1765.4097
1241,3418.3838
1243,1785.4536
1244,1253.168
1245,3426.772
1277,4329.5977
1279,3381.7922
1292,10409.089
1293,1483.5243
1299,8430.773
1304,2892.0176
1313,3680.227
1328,2040.6226
1330,927.0835
1334,1577.0049
1335,1256.0707
1336,5550.826
1341,1063.5865
1344,1078.8921
1351,1000.93726
1352,2631.5183
1354,1556.8976
1368,4213.249
1373,1468.3134
1375,735.4741
1381,1553.0535
1384,4175.069
1385,4437.7344
1388,5672.226
1401,5524.883
1402,2290.5247
1404,1553.0458
1406,1451.3021
1409,991.21826
1422,1479.4382
1429,3844.9617
1433,5188.154
1438,1138.1295
1444,1256.8333
1446,1211.1559
1450,1107.79
1451,796.78796
1454,1830.8041
1458,2307.577
1461,3235.475
1464,5956.0474
1465,1067.0757
1478,2209.6797
1479,1602.4307
1480,2882.155
1484,2159.4478
1486,1163.7867
1488,896.1831
1489,3442.2312
1491,1111.7598
1507,2294.4216
1515,2017.1104
1519,2812.73
1528,1760.2227
1529,1008.3063
1530,2855.54
1532,1149.4242
1541,1555.325
1542,3302.3855
1547,1382.8359
1549,1123.0444
1553,2281.0112
1554,2418.7625
1555,1295.3875
1559,1569.3479
1565,1325.9208
1568,1108.7446
1576,3264.4182
1579,919.2167
1592,990.6122
1596,3334.3687
1605,964.9689
1607,1619.1316
1612,1928.0076
1617,3144.3015
1619,2175.947
1620,7876.098
1624,2367.7068
1627,1381.6099
1633,1857.2996
1636,1374.4142
1639,1043.1252
1640,4335.606
1644,1047.2655
1646,1402.2057
1647,2577.9768
1654,1389.9701
1655,3315.2686
1664,5579.1235
1665,2095.0251
1667,4999.1113
1669,1190.5139
1678,2021.7139
1682,1941.9141
1689,1028.4244
1690,2783.6255
1693,5304.737
1695,939.2235
1705,2216.4636
1706,2220.0383
1708,1928.2166
1716,1958.8335
1720,7351.097
1722,1675.6307
1749,3704.3328
1750,1920.0168
1751,5935.2524
1760,3387.7202
1763,4039.0425
1770,1628.0923
1777,2049.2065
1785,4764.8364
1791,1267.1558
1794,4805.8237
1800,1299.9243
1816,1354.9229
1817,1119.0079
1821,3147.234
1836,1389.8715
1838,1673.2344
1851,2058.8
1852,2848.3767
1854,2458.7747
1856,832.7062
1865,775.2778
1872,1084.3654
1878,801.04535
1880,948.81995
1881,1299.2421
1882,1698.1681
1886,855.82886
1892,1744.5101
1894,2375.5183
1898,2431.9082
1899,2603.365
1902,1061.4968
1903,3462.447
1906,1206.8224
1910,2340.9585
1911,1758.3954
1914,3316.6836
1929,3168.4038
1932,1565.116
1952,1032.9872
1959,1334.8688
1960,1674.1581
1976,4138.067
1980,3100.8223
1981,2103.2092
1987,1955.8123
1994,1652.4525
2000,833.4817
2008,2118.6685
2011,2128.6182
2012,5249.8584
2019,1779.1885
2022,3404.9302
2024,7789.106
2028,920.9403
2030,3797.4666
2031,6975.4985
2047,1841.3499
2049,617.35364
2050,1629.3368
2051,3912.9805
2056,1678.0675
2057,1115.4277
2059,2509.2861
2069,3675.0576
2085,2003.2715
2089,922.60486
2090,1665.1664
2101,2496.9019
2114,2708.7344
2115,1497.4025
2118,1269.738
2119,2324.3125
2125,1551.15
2128,3462.9434
2129,1554.9987
2132,1752.9735
2133,1876.7488
2135,854.573
2136,1677.7085
2143,1285.7396
2144,1108.53
2145,2355.0332
2152,1929.5972
2160,3170.0264
2166,1369.09
2169,1037.7379
2170,1713.2463
2172,1752.3375
2181,1843.4532
2183,1734.9833
2185,3125.3403
2188,2439.6304
2189,2180.9905
2194,5322.399
2202,1591.0054
2208,3003.9255
2227,1867.9521
2230,4836.331
2235,2177.5427
2236,1615.9155
2244,7752.9214
2248,1384.0728
2252,1431.2944
2254,1643.8418
2260,5487.1504
2263,1806.2834
2274,1533.9612
2277,1118.1704
2279,5915.362
2280,12025.412
2283,2662.3132
2284,792.6278
2288,3404.181
2292,2042.4983
2295,4795.6416
2296,1134.0662
2299,2702.945
2315,5364.9688
2318,1408.5876
2329,10122.426
2337,1494.3013
2340,1090.1986
2342,1647.37
2347,2785.9314
2349,4411.084
2354,1297.8667
2361,2320.466
2370,1548.9895
2378,3021.0823
2382,3767.4434
2387,1645.4451
2389,1922.7073
2394,1487.3651
2396,2151.8032
2400,2707.1328
2407,2568.345
2414,1112.9111
2415,1961.321
2421,2061.888
2427,1567.6951
2428,2510.8574
2430,2667.5906
2435,2229.7998
2445,5360.258
2446,1614.7261
2447,1211.9258
2449,1808.7501
2451,1683.2222
2458,15585.638
2462,10693.611
2463,2438.913
2467,2354.7786
2471,6208.0625
2475,2279.7847
2478,3162.7166
2483,4639.103
2485,1130.2788
2487,1174.3992
2494,732.7673
2497,1955.0159
2499,1481.6356
2503,1655.706
2513,2650.522
2515,1968.5161
2522,1236.7024
2523,1496.26
2528,2636.9973
2532,4508.0737
2536,1048.074
2538,1507.562
2539,1077.1066
2540,2679.8354
2545,4913.1934
2548,1085.9268
2549,943.68286
2553,2425.0837
2563,1639.5947
2566,2202.4895
2574,1362.7654
2575,2687.6018
2584,2663.7222
2588,2328.6711
2589,939.542
2592,1683.0112
2596,1433.2269
2598,1558.9674
2602,1024.2953
2603,1499.3137
2607,2425.9326
2609,1484.6301
2611,6114.8477
2627,1452.9225
2628,1758.7979
2630,2960.755
2633,2168.1685
2636,6911.033
2640,1004.07544
2641,1236.482
2657,4492.9624
2659,980.23254
2662,1167.7333
2663,1752.9465
2667,1993.0823
2670,844.7125
2682,1968.3755
2694,2928.3284
2699,6582.083
2700,3075.6003
2703,5689.376
2708,2221.4973
2714,962.80945
2725,664.09076
2726,1324.2822
2727,1377.0425
2732,2123.5325
2733,5828.061
2736,5420.406
2745,2538.0059
2760,1333.7465
2764,2049.3
2765,6555.288
2766,645.82184
2775,1927.1746
2783,1634.2701
2784,1204.1061
2786,2262.312
2801,1312.444
2803,1610.3293
2813,5555.479
2815,7066.3496
2816,1666.1503
2818,2835.6528
2819,2445.5012
2822,1337.3497
2825,1842.336
2826,1530.7196
2830,1581.588
2834,1359.1837
2835,5553.295
2856,2349.9768
2873,6240.681
2886,5651.6924
2892,3341.569
2896,1036.5535
2897,1129.8743
2899,2129.4155
2901,1120.6915
2909,5331.7554
2914,2761.9685
2915,1164.3422
2916,2491.0315
2919,814.04193
2926,2225.7295
2927,1934.6807
2933,1669.788
2934,3099.8462
2941,1763.6047
2942,1869.3438
2946,2658.4492
2949,1713.0712
2952,1713.3192
2957,9775.722
2962,1880.3882
2963,969.92615
2965,1816.8008
2966,6405.4316
2971,2348.7212
2975,730.5248
2979,974.78723
2985,7427.6353
2995,2331.4797
2996,1470.5385
3001,3693.7646
3007,2209.3765
3008,849.7361
3014,3530.6814
3017,12311.845
3021,1367.3462
3025,2569.9612
3026,969.33923
3034,2281.462
3035,2285.203
3044,2923.8862
3046,2812.67
3047,5908.5596
3057,3355.7424
3059,5794.673
3063,4055.041
3065,1331.4855
3067,2431.2356
3069,1625.8484
3076,3799.3235
3086,1329.817
3088,2284.0332
3090,1947.727
3096,2851.3118
3100,1131.7888
3102,1941.6931
3103,2142.126
3107,1046.8064
3118,1147.0936
3120,3959.995
3123,1804.8134
3128,1241.5651
3132,1615.8644
3140,1646.7146
3152,2649.6863
3165,2771.669
3183,1113.5868
3190,1064.4935
3197,2012.8613
3201,1415.751
3203,1622.954
3214,2175.4033
3219,2086.6526
3220,1341.9552
3221,3910.3179
3229,1555.3854
3234,1069.5613
3235,3188.7964
3240,1726.6941
3241,1592.1852
3249,1816.2997
3254,904.70935
3264,3834.9863
3266,2199.1145
3270,980.76514
3282,1736.4757
3285,1487.3546
3289,1312.8601
3291,1717.0681
3295,1917.9553
3299,872.2554
3302,1488.7488
3303,6077.207
3308,3489.7893
3309,3593.0754
3324,2147.3665
3327,5882.1455
3330,3879.6462
3335,1341.2443
3339,1915.8022
3340,2521.7307
3343,1510.0833
3350,2656.799
3353,1688.5162
3356,8264.9375
3361,3200.4607
3368,1039.4537
3376,1455.7916
3381,1115.6843
3383,2739.424
3397,2838.1929
3403,2183.018
3405,1736.2035
3410,1451.5934
3412,2166.3345
3416,2609.2983
3417,1641.5775
3423,2801.4397
3427,7138.7144
3435,3183.8135
3439,1306.1813
3441,2196.5603
3450,1461.0244
3453,1043.2491
3454,1272.7772
3458,9295.951
3459,1645.8599
3467,3350.155
3469,4796.018
3477,1091.2338
3478,8295.669
3482,1040.01
3484,5148.691
3506,2294.4417
3515,7403.6177
3522,2730.997
3523,1667.2655
3526,1257.1001
3532,1543.6895
3534,1891.7959
3537,1181.7832
3539,1052.6077
3542,4872.5312
3545,1219.6138
3552,1551.9652
3554,1355.4279
3573,1816.6438
3576,1070.28
3577,2813.4055
3580,1611.6101
3583,1122.3936
3584,1475.3367
3609,1222.2671
3613,4902.243
3623,2359.2324
3624,3337.0156
3638,7788.7173
3642,2154.2861
3643,2540.4302
3647,1370.9255
3653,1862.646
3654,4529.6343
3656,1531.7903
3658,811.6643
3659,3550.108
3663,6449.91
3664,3109.0986
3666,940.98596
3681,1303.218
3689,2791.1184
3694,2896.7717
3695,1557.1221
3699,1487.4961
3701,2092.1677
3704,3523.1145
3721,1306.5375
3726,3803.3762
3727,2452.486
3729,2531.908
3731,4174.3223
3738,1346.8074
3740,2529.762
3744,1693.61
3757,1073.7598
3758,961.6599
3778,1517.0586
3781,3857.0034
3790,5761.1855
3796,1176.5557
3798,6657.5015
3804,1220.6578
3813,1131.3063
3814,1123.2861
3815,2911.3809
3818,2144.8525
3823,2700.2224
3826,7402.9795
3831,1613.4889
3834,3740.3135
3835,2631.8801
3849,2427.152
3850,2475.1924
3855,2275.9495
3864,2645.7295
3867,1852.7351
3871,1281.75
3879,1866.1711
3880,2533.1274
3882,3304.7712
3884,8780.175
3893,1671.7825
3895,1471.5902
3901,3101.3384
3903,991.167
3913,1677.0756
3921,2060.274
3929,2377.6006
3947,922.532
3962,1915.7207
3963,992.4769
3966,1743.5127
3975,1662.6458
3976,5689.629
3977,2592.8882
3978,1270.4539
3979,972.2446
3983,1883.0405
3985,853.17395
3989,9348.85
3992,1802.0413
3995,2124.9336
4008,2245.7317
4013,1863.3789
4029,1943.8533
4035,2946.6218
4040,2155.9707
4048,887.26514
4060,2163.4294
4066,1250.475
4075,919.1494
4079,2171.0205
4083,1246.8892
4091,1617.6315
4092,6330.3755
4093,2846.973
4098,2943.9194
4108,1340.2003
4109,930.95154
4110,3001.3906
4116,2121.7507
4129,1689.1412
4130,4259.7896
4140,1987.6138
4146,1629.6823
4150,3972.9644
4151,7699.645
4153,1412.8267
4169,6329.871
4170,2084.2039
4179,1702.806
4183,4616.754
4188,2976.5225
4190,1800.2291
4193,1503.9639
4201,8621.933
4205,1452.2859
4210,2179.1497
4226,2256.3347
4229,1836.8828
4241,2717.4397
4242,1349.3335
4257,3489.7434
4258,736.3113
4260,2290.9116
4263,5738.6865
4267,811.8172
4273,2424.3916
4274,1766.9332
4277,1382.8623
4281,1448.4447
4283,4837.2393
4293,2668.0088
4294,1471.0739
4305,3740.866
4307,3169.3774
4318,1522.798
4325,2354.2583
4327,4936.1875
4332,2822.5408
4335,3915.6294
4336,4547.906
4337,757.8638
4339,4210.1777
4343,1398.5756
4346,960.453
4348,1653.488
4350,3870.8823
4358,2277.4104
4359,2073.2651
4363,1780.1978
4366,5281.7905
4374,1043.146
4375,2155.502
4377,1244.3188
4393,3100.0317
4395,2512.2886
4400,1047.7777
4402,6582.646
4404,8864.359
4415,2517.9268
4418,2214.2168
4422,1572.0464
4430,1410.2793
4432,1740.2662
4433,1202.6593
4435,5359.7065
4438,1793.1263
4444,1998.6538
4447,1843.1056
4451,5253.8774
4452,1898.1802
4457,1538.7782
4459,3742.5422
4469,1504.6488
4471,7581.513
4486,1141.3511
4488,2353.4155
4510,1212.9785
4515,1043.395
4527,4186.018
4530,1085.4167
4534,960.73145
4535,3756.6936
4536,1463.3464
4548,3041.841
4549,1647.4326
4551,5972.508
4556,2963.8337
4559,818.72174
4564,1497.3206
4570,4081.3203
4575,6858.603
4584,2999.5989
4585,2872.1248
4591,1539.674
4592,2180.7588
4593,1600.3529
4594,1134.5269
4598,1163.095
4607,2597.4626
4608,1032.2737
4620,2143.5515
4621,3353.9727
4625,2273.7913
4635,2898.9934
4638,5326.893
4652,2534.2131
4657,2586.4077
4658,1796.9316
4666,5540.426
4672,1391.0682
4676,2925.6858
4680,1209.2549
4681,5573.516
4683,3144.4768
4684,1434.3861
4689,2992.4697
4690,2989.3293
4692,1815.575
4697,1988.9805
4700,1830.1622
4705,16167.743
4721,1848.971
4726,1849.1321
4729,961.4994
4731,4904.2046
4736,2156.4717
4739,1910.1218
4740,1876.7766
4753,1086.6176
4754,2285.0806
4755,5162.502
4756,1063.1075
4759,1709.7881
4764,1347.765
4771,2972.717
4772,1631.8917
4776,867.5062
4780,2738.1672
4784,1633.6929
4786,1372.7528
4787,3311.7703
4789,1114.2678
4794,2027.6672
4800,1991.2927
4807,3016.5083
4813,8219.682
4818,2611.956
4823,10037.397
4824,1775.9664
4829,2312.6863
4830,904.49023
4835,2306.9373
4844,1630.6552
4845,1707.4045
4846,2609.08
4847,858.2771
4854,2431.0273
4857,3189.2102
4861,1037.3297
4863,1353.8926
4866,2646.4624
4869,3862.6367
4871,1555.5287
4872,1915.6592
4875,2534.62
4877,9325.656
4878,1015.03613
4885,1720.0953
4886,1411.755
4888,3391.465
4890,1279.2501
4896,1081.9161
4899,2470.9275
4913,784.2491
4916,2019.3972
4920,3847.941
4925,2522.1216
4934,2116.477
4941,2569.4895
4946,1750.8302
4954,2646.0254
4956,1295.6427
4958,4308.2393
4965,1245.5983
4966,1240.1815
4970,2539.5574
4977,1948.8047
4980,2363.896
4984,1940.2568
4995,950.0265
4997,2628.1611
4999,2196.542
5005,3312.3733
5011,1656.3909
5015,2302.4548
5016,2521.8164
5019,2578.4817
5024,2064.6604
5030,1944.3254
5031,1728.093
5034,2340.3142
5047,11700.054
5048,2197.8325
5052,1515.7328
5061,1694.0028
5062,24514.389
5067,3736.4485
5068,4345.08
5077,1504.718
5079,1898.9958
5090,2745.2188
5094,2070.979
5103,1943.8003
5104,899.8611
5106,2096.6794
5107,1986.0859
5110,1225.3561
5114,1466.7185
5116,4364.061
5121,5929.311
5122,2934.205
5124,1010.0198
5132,3634.2898
5133,1901.4602
5138,1908.585
5143,2189.292
5153,1483.5273
5154,1946.813
5155,954.8452
5160,1856.4236
5169,3916.3867
5172,3758.0334
5173,2879.8044
5179,1037.937
5182,2953.6426
5187,1083.2555
5192,2934.5247
5211,1368.1482
5213,2903.9124
5219,990.25867
5225,2966.7559
5226,1093.525
5227,4447.834
5228,1702.1311
5239,3009.9724
5241,1372.1876
5244,2095.0876
5248,3789.1453
5260,1255.4718
5266,1113.8356
5273,1810.7357
5280,7532.8945
5298,4214.124
5300,1189.6136
5306,3653.7117
5307,1294.8063
5311,4262.282
5316,1110.1926
5323,782.9879
5332,1621.84
5336,1605.8676
5338,1022.2742
5342,2994.0046
5347,1334.0266
5355,3217.4111
5357,1913.5908
5362,1443.9578
5363,1268.5681
5364,1022.89624
5366,2099.739
5374,4908.6846
5375,729.7667
5379,2640.6587
5380,1945.7014
5383,793.90906
5385,1606.007
5390,2033.5107
5393,4012.7183
5398,2145.2776
5411,2698.627
5414,844.91724
5429,1493.4662
5432,9924.559
5436,1267.3551
5437,4399.542
5439,1230.3829
5440,2572.2737
5449,1439.4597
5458,1396.0278
5460,913.66565
5462,1131.277
5463,2225.9229
5465,2498.0867
5467,3604.2698
5475,2480.9607
5483,1982.9392
5485,1332.579
5489,1738.0063
5493,2733.195
5497,842.5414
5501,1453.2837
5506,1385.0654
5507,1534.3927
5510,3020.8057
5524,4580.423
5531,1316.7418
5542,3910.1611
5543,1750.7909
5544,3738.2432
5552,1596.7587
5560,1867.0469
5563,3586.8083
5573,2464.5063
5579,1000.0653
5584,3619.749
5585,9203.526
5594,1544.1875
5595,1794.1962
5597,1788.3896
5598,1443.7643
5604,1655.2
5606,1537.3999
5610,1088.245
5615,4612.58
5631,1373.4978
5637,1405.276
5646,1502.1504
5656,2865.177
5658,10644.004
5666,1634.1345
5668,2329.4058
5673,1446.4996
5680,1301.843
5691,2487.628
5692,6596.6904
5693,2168.1133
5697,2728.3208
5698,1612.9089
5700,2145.744
5704,2244.3528
5705,1806.0795
5707,988.02795
5710,1020.61255
5716,913.4396
5720,1401.8099
5722,2298.0747
5727,1929.7234
5733,1366.6155
5737,2433.8328
5742,3738.852
5747,969.4297
5760,2841.434
5774,1439.1798
5788,5278.8745
5796,1787.8246
5797,1354.7627
5800,2376.6616
5812,1394.5468
5814,1202.5242
5818,1136.0243
5819,3110.3171
5823,4330.142
5826,2378.3765
5830,1969.5132
5831,1518.8635
5846,2191.0505
5864,2110.219
5869,709.2357
5870,3611.6162
5879,1394.1301
5883,9209.491
5886,1246.5029
5889,4525.252
5904,2334.2468
5905,1052.5789
5910,2707.6626
5911,2130.2031
5914,1807.4087
5915,1718.3647
5920,1186.579
5925,1867.2766
5926,1716.3151
5934,2784.2915
5939,3016.4346
5941,981.54956
5943,1058.1226
5949,3422.7832
5961,1894.4807
5965,4181.971
5966,2547.7092
5969,765.61896
5970,2568.4543
5978,3024.3894
5979,2457.4968
5983,1485.7728
5985,6073.538
5989,1259.8173
5997,1444.5828
6004,2094.6958
6010,3807.318
6013,1521.4167
6019,1607.9071
6020,1325.645
6032,1215.5283
6036,4468.0283
6037,5521.145
6039,1822.4325
6050,1722.4635
6051,1558.6478
6053,4138.402
6057,1645.7155
6059,1258.1698
6067,4843.637
6068,1477.8743
6075,1495.0146
6078,830.01074
6079,4552.771
6080,3786.0725
6082,4563.8115
6084,1351.3516
6091,2959.8113
6092,1451.1565
6093,4736.24
6096,1716.8185
6102,1825.2677
6105,1595.3079
6116,1548.7152
6122,902.077
6126,946.4625
6131,4514.332
6140,4956.6743
6141,1278.6642
6146,983.75806
6147,2321.6887
6157,2776.6821
6162,1866.032
6163,2540.6758
6165,1913.1064
6170,8143.291
6208,1982.7717
6216,3835.8367
6218,1604.7494
6223,2561.3667
6224,2064.4058
6227,1796.4232
6240,9348.349
6241,1674.7517
6246,1348.6598
6248,3845.108
6249,1055.6455
6255,1591.4572
6261,2771.0132
6262,7449.716
6269,1599.8071
6271,2148.5955
6278,2717.1238
6284,1572.1976
6285,1540.0308
6287,1143.5903
6288,2148.7524
6291,2171.6199
6296,1056.6194
6297,2727.719
6304,1753.443
6309,3071.944
6310,1017.87256
6311,2512.436
6316,1211.7643
6319,1412.7428
6332,9065.811
6335,6103.9272
6336,1287.2118
6341,1124.5177
6359,1315.0966
6369,1773.01
6375,814.87976
6378,3034.2998
6380,2771.9114
6385,9134.957
6387,8504.598
6391,2406.7725
6392,847.6798
6393,2394.356
6400,893.9695
6411,2205.7898
6415,2392.1746
6416,2468.5254
6419,2477.2292
6421,1290.1934
6432,2403.0186
6438,1721.538
6444,1044.0391
6445,1632.9769
6446,1382.6599
6448,7176.9424
6452,1306.2213
6459,2095.033
6470,3611.9617
6475,874.6842
6484,2446.6277
6492,2599.004
6502,1856.1687
6505,1376.6433
6506,1840.0262
6513,2262.684
6514,2671.8792
6524,5184.1626
6525,825.31335
6528,1661.2838
6529,9008.655
6531,2079.1987
6538,1639.0502
6541,3085.2266
6546,2784.7842
6553,904.8096
6563,722.49475
6567,1717.4857
6586,5530.0176
6588,2430.5798
6589,4425.5923
6591,3500.3215
6596,1361.38
6607,1579.9001
6613,10547.852
6615,2003.3577
6625,1307.0835
6629,3016.3428
6630,2605.007
6632,1355.8884
6640,925.1891
6645,2710.1648
6648,2278.2078
6656,1842.5687
6658,2685.4355
6661,1618.7742
6663,2044.7888
6665,3411.3926
6673,1725.8511
6676,1664.7678
6681,1223.5853
6683,1568.9447
6684,855.0071
6695,1203.056
6697,1939.2886
6700,2609.3723
6702,1222.7019
6703,1570.7094
6704,3413.9492
6712,4472.108
6716,4584.9204
6723,1203.3584
6733,3722.3958
6734,2188.163
6739,3358.7954
6743,647.0856
6746,1782.6805
6756,1297.3939
6758,1788.2446
6765,932.28125
6772,2053.9885
6776,3533.9988
6777,1854.9209
6784,2501.9053
6785,1252.1455
6788,1628.7019
6790,1726.7933
6792,1219.3146
6797,1378.6669
6802,2462.8613
6806,1032.611
6808,949.4695
6809,3411.4336
6810,1815.6787
6814,1348.645
6815,2369.1487
6819,1053.8141
6824,3060.413
6830,1847.5353
6835,4385.877
6838,1794.4708
6845,5007.1055
6846,1041.769
6847,2922.4739
6848,5884.646
6849,3200.6292
6864,9350.79
6869,1425.8917
6870,1719.7766
6876,1419.9839
6878,2146.2192
6890,7615.076
6892,4028.6416
6899,1322.5243
6906,1375.5466
6908,1293.8444
6912,2327.427
6913,1023.41296
6925,1223.5039
6932,1901.5654
6935,1589.3903
6939,1448.3025
6946,2377.1914
6950,1003.1737
6963,1205.545
6972,5325.2065
6974,866.7792
6978,3048.0022
6979,827.6
6985,2729.5874
6989,3916.7437
7005,1031.9393
7007,1635.8461
7009,4647.4126
7015,795.0343
7036,3268.2397
7047,3152.4634
7049,1104.205
7054,3132.7058
7056,6612.8364
7058,968.54285
7061,1344.0078
7064,1201.6738
7066,1669.3733
7069,766.78
7085,1448.8716
7086,6781.951
7096,1338.1094
7103,9984.852
7122,1871.2224
7125,4338.323
7126,996.8668
7130,1331.3483
7134,5961.5327
7135,1047.6622
7140,3519.4624
7145,1317.5448
7148,2394.3718
7151,5324.1216
7156,5081.7856
7157,1350.6068
7161,2739.6807
7163,2343.3237
7168,1147.3661
7170,6092.3345
7174,834.2428
7175,8412.257
7199,801.1232
7200,4968.185
7203,1974.3674
7209,1666.1307
7210,9509.634
7215,1233.0393
7240,3578.1794
7241,1729.1754
7248,1859.385
7253,4909.445
7260,2853.6228
7262,1754.8986
7264,3393.7502
7265,2622.8418
7267,4672.775
7268,4947.358
7269,2396.6443
7270,2153.5767
7271,850.3059
7274,4690.433
7289,785.65717
7292,2635.4663
7293,2505.1694
7294,623.5679
7296,5015.798
7298,1215.6464
7299,1703.3514
7304,5032.398
7305,1509.51
7308,2192.953
7309,1907.3125
7310,1343.1548
7311,2213.4675
7312,2093.1677
7317,1442.4111
7319,7099.1387
7320,3567.1846
7329,5604.93
7330,4055.2769
7331,3606.2366
7336,1125.1154
7353,2946.136
7358,3100.5952
7363,3396.8806
7365,4924.294
7366,1175.6692
7374,3241.4333
7377,1603.9786
7378,2918.3735
7382,1837.1014
7388,2616.1318
7398,2829.7961
7400,2080.4873
7411,1702.1322
7426,2468.2263
7434,7094.817
7436,755.43555
7442,1200.3851
7443,1415.6091
7464,1998.0344
7470,2557.2104
7476,929.3613
7478,1088.1067
7479,1373.0912
7480,2035.4839
7487,1763.1235
7495,2834.0698
7498,1605.0618
7507,5693.747
7525,6815.8584
7527,1258.448
7528,1362.0309
7533,1096.6102
7535,3592.4102
7536,644.0495
7537,3136.6685
7544,1468.2301
7552,1952.4924
7553,2458.525
7554,1838.5697
7555,1647.4729
7556,5768.1816
7560,2063.405
7564,3091.1028
7570,1352.1597
7571,1295.7283
7573,1221.6487
7574,1453.5476
7575,1231.3717
7592,1190.529
7595,3916.4614
7596,1633.3387
7601,2827.133
7608,1611.8562
7610,1182.0277
7613,2402.139
7623,2604.5657
7630,1097.7267
7638,1140.2151
7643,730.64233
7647,3302.9
7671,1011.4452
7672,1961.0798
7676,1708.7566
7682,829.9287
7689,3377.9548
7691,1521.3585
7695,3142.2673
7705,2363.3286
7707,4400.942
7709,1879.561
7710,9727.111
7714,2738.7139
